ContractReference;EconomicActivity 
3739165010001;PARTIC
3740795871002;PARTIC
3742244510001;PARTIC
374614271001;PARTIC
3746936010001;PARTIC
3747436510001;PARTIC
3748459771003;PARTIC
3750094971001;PARTIC
3750304571001;PARTIC
3750666510001;PARTIC
3752039771002;PARTIC
3752214971002;PARTIC
3752591410001;PARTIC
3753041171002;PARTIC
3753238171002;PARTIC
3756971710001;PARTIC
3757820271001;PARTIC
3758206571001;PARTIC
3759232110001;PARTIC
3759616470005;PARTIC
3761151910001;PARTIC
3761448610001;PARTIC
3762996971003;PARTIC
3763273810001;PARTIC
3763806771001;PARTIC
3764122371002;PARTIC
3764545371001;PARTIC
3764720570001;PARTIC
3767043871001;PARTIC
3767267471001;PARTIC
3769737310001;PARTIC
3770108871002;PARTIC
377088071001;PARTIC
377136971005;PARTIC
3771718171001;PARTIC
3772782471001;PARTIC
377647510001;PARTIC
3778375210001;PARTIC
3778822971001;PARTIC
3784413010001;PARTIC
3785735371003;PARTIC
3785786171001;PARTIC
3786186971001;PARTIC
3786308971002;PARTIC
3787660210001;PARTIC
3789967071001;PARTIC
3791138110001;PARTIC
3791164710001;PARTIC
3791337510001;PARTIC
3793250310001;PARTIC
3794135171001;PARTIC
3798653810001;PARTIC
3802472771002;PARTIC
380304071001;PARTIC
3806016771004;PARTIC
3808899471002;PARTIC
3809463371002;PARTIC
380977271004;PARTIC
3810034271001;PARTIC
3810372010001;PARTIC
3811555971001;PARTIC
3812693310001;PARTIC
3814438710001;PARTIC
3815576110001;PARTIC
3816550971001;PARTIC
3819433771002;PARTIC
3819445871001;PARTIC
3820454271001;PARTIC
3820889315001;PARTIC
3820976910001;PARTIC
3823076671001;PARTIC
3824661771002;PARTIC
3825558671002;PARTIC
3827058171001;PARTIC
3827894471002;PARTIC
383001971001;PARTIC
3831024871001;PARTIC
3831299271001;PARTIC
3831398971001;PARTIC
3831661771001;PARTIC
3832784610001;PARTIC
3835268670001;PARTIC
3835504815002;PARTIC
3835755071002;PARTIC
3836615671001;PARTIC
3837242471002;PARTIC
3837738570001;PARTIC
3839549271001;PARTIC
384051710001;PARTIC
384324271001;PARTIC
3845924871001;PARTIC
3852800971001;PARTIC
3853948071003;PARTIC
3859071310001;PARTIC
3859229610001;PARTIC
3863059871001;PARTIC
386460670012;PARTIC
3865118871001;PARTIC
3866754715004;PARTIC
3867330715003;PARTIC
3867342810001;PARTIC
3868626470001;PARTIC
3868891171002;PARTIC
386956710001;PARTIC
3873268310001;PARTIC
3874777971004;PARTIC
3875130310001;PARTIC
3878236771001;PARTIC
3880095510001;PARTIC
388271371002;PARTIC
3883065910001;PARTIC
3884651015002;PARTIC
3885236771001;PARTIC
3885350971001;PARTIC
388604871005;PARTIC
3886685310001;PARTIC
3887147110001;PARTIC
3888744371002;PARTIC
3889694471001;PARTIC
3890987410001;PARTIC
3893410971001;PARTIC
3894261310001;PARTIC
3898094271001;PARTIC
390038271001;PARTIC
3900861370001;PARTIC
390475771008;PARTIC
3906677771001;PARTIC
3907426571004;PARTIC
3907888210001;PARTIC
3908153071003;PARTIC
3911169171001;PARTIC
3911604710001;PARTIC
3912168171001;PARTIC
3914788510001;PARTIC
3914790910001;PARTIC
3914987971001;PARTIC
391498910001;PARTIC
3915352471001;PARTIC
3916387771003;PARTIC
3917163110001;PARTIC
3919372671001;PARTIC
3921066410001;PARTIC
3922289010001;PARTIC
3925011671003;PARTIC
3930711571001;PARTIC
393086071003;PARTIC
3932308370003;PARTIC
3934444771003;PARTIC
3934782510001;PARTIC
3934843510001;PARTIC
3936167810001;PARTIC
3936216710001;PARTIC
3937602471001;PARTIC
3938948910001;PARTIC
393895710001;PARTIC
3939563671001;PARTIC
3940457810001;PARTIC
3940496570001;PARTIC
3946164871003;PARTIC
3946748571001;PARTIC
3950977571001;PARTIC
3951740871001;PARTIC
3951801871003;PARTIC
395183710001;PARTIC
3951925771003;PARTIC
3951925771004;PARTIC
3952066171002;PARTIC
395371010001;PARTIC
3954113071003;PARTIC
3955012371002;PARTIC
395804210001;PARTIC
3960612571003;PARTIC
396343471001;PARTIC
3965930871001;PARTIC
3966331671001;PARTIC
3967194170004;PARTIC
3967381471001;PARTIC
3968489870005;PARTIC
3969476771002;PARTIC
3970560671004;PARTIC
3970769771003;PARTIC
3972133271002;PARTIC
3973455510001;PARTIC
3974128871002;PARTIC
3976601171001;PARTIC
3976887671002;PARTIC
3978723010002;PARTIC
3980183071001;PARTIC
3980754671002;PARTIC
3981255115002;PARTIC
3982465671002;PARTIC
3985708571003;PARTIC
3986386171004;PARTIC
3987234671002;PARTIC
3987285471003;PARTIC
3987806271002;PARTIC
3987895771002;PARTIC
3991847971002;PARTIC
399189470001;PARTIC
3992462610001;PARTIC
3993386171001;PARTIC
3996981371002;PARTIC
3997554910001;PARTIC
3998641510001;PARTIC
4000322371002;PARTIC
4000458371002;PARTIC
4000596710001;PARTIC
400086810001;PARTIC
4001583671002;PARTIC
4002317971002;PARTIC
4002531871002;PARTIC
4005876371001;PARTIC
4007923210001;PARTIC
4010243871001;PARTIC
4010355610001;PARTIC
401234471001;PARTIC
4015958571001;PARTIC
4016422710001;PARTIC
4024097910001;PARTIC
4024806071001;PARTIC
4025321071002;PARTIC
4025931310001;PARTIC
402829271001;PARTIC
4028580371001;PARTIC
4029713471001;PARTIC
4030335171001;PARTIC
4030860270003;PARTIC
4031795810002;PARTIC
403431815003;PARTIC
4038013571001;PARTIC
4038635971001;PARTIC
404094971001;PARTIC
4042439571003;PARTIC
4045487371003;PARTIC
4047784471001;PARTIC
4048732671001;PARTIC
4049471210001;PARTIC
4049967371001;PARTIC
4052076471002;PARTIC
4053523110001;PARTIC
4056369110001;PARTIC
4056767910001;PARTIC
405689771001;PARTIC
4058542310001;PARTIC
4062260710001;PARTIC
406253610001;PARTIC
4063118971004;PARTIC
4063332810001;PARTIC
4066638610001;PARTIC
4067139171001;PARTIC
4067440670002;PARTIC
4068065071001;PARTIC
4072043810001;PARTIC
4073577610001;PARTIC
4074177871001;PARTIC
4074377271001;PARTIC
4074537971001;PARTIC
408001410001;PARTIC
4080154670005;PARTIC
4081177810001;PARTIC
4088516410001;PARTIC
4089566210001;PARTIC
4092533910001;PARTIC
4094731370006;PARTIC
4094731370007;PARTIC
4096665971001;PARTIC
409734671001;PARTIC
4102368671002;PARTIC
4102494971001;PARTIC
4102655671003;PARTIC
4102855071001;PARTIC
4105740210001;PARTIC
4106690371004;PARTIC
4106824471002;PARTIC
4107337010001;PARTIC
410781771006;PARTIC
4108248471001;PARTIC
4109921110001;PARTIC
4111777571001;PARTIC
411231470003;PARTIC
4113437710001;PARTIC
4117757071002;PARTIC
4124518915001;PARTIC
4126494671002;PARTIC
4128692010002;PARTIC
4130361610001;PARTIC
4131034971001;PARTIC
4133295271001;PARTIC
4133643271001;PARTIC
4136341170012;PARTIC
4138735510001;PARTIC
414452071004;PARTIC
4144612671001;PARTIC
414575971001;PARTIC
414588071001;PARTIC
414590471003;PARTIC
4149019170004;PARTIC
4150239071003;PARTIC
415025671001;PARTIC
4150749671001;PARTIC
4151089415002;PARTIC
4155569471001;PARTIC
415599171002;PARTIC
4159292971001;PARTIC
416148510001;PARTIC
4162583971003;PARTIC
4163369010002;PARTIC
4163432470003;PARTIC
4165104710001;PARTIC
4165889771001;PARTIC
4166103710001;PARTIC
4166665171002;PARTIC
4166714010001;PARTIC
4166837910001;PARTIC
4169190271001;PARTIC
4169409571001;PARTIC
4169574510001;PARTIC
4172082410001;PARTIC
4174192271003;PARTIC
4174202471003;PARTIC
4177607910001;PARTIC
4178074071001;PARTIC
4178806310001;PARTIC
4179632571001;PARTIC
4179656771001;PARTIC
4182974310002;PARTIC
4187456371001;PARTIC
4188329071001;PARTIC
4190474871001;PARTIC
4193618015001;PARTIC
419371571001;PARTIC
4193768510001;PARTIC
4194157210001;PARTIC
4194667871002;PARTIC
4196753471002;PARTIC
4197963971001;PARTIC
4199524410001;PARTIC
4199923210001;PARTIC
4202679770003;PARTIC
4203554871004;PARTIC
4204753271001;PARTIC
4206836410001;PARTIC
4207636010001;PARTIC
4208024715002;PARTIC
4208474310001;PARTIC
4209446710002;PARTIC
421038770003;PARTIC
4212202971001;PARTIC
4216434610001;PARTIC
421736671001;PARTIC
4223473310001;PARTIC
4223696971001;PARTIC
4224307371003;PARTIC
4224360571001;PARTIC
4224744810001;PARTIC
4227294171001;PARTIC
4229153710001;PARTIC
4229713210001;PARTIC
4231744871001;PARTIC
4232981910001;PARTIC
4233032871001;PARTIC
4234739410001;PARTIC
4238163871002;PARTIC
4238263571001;PARTIC
4239773110001;PARTIC
4239846278001;PARTIC
4240083610001;PARTIC
4240516871001;PARTIC
4243314410001;PARTIC
4244709871001;PARTIC
4245312471002;PARTIC
4245859310002;PARTIC
4246573771002;PARTIC
4246834171001;PARTIC
4247446471001;PARTIC
4249019071002;PARTIC
4249096471001;PARTIC
4250890371002;PARTIC
4250975571002;PARTIC
4251337671002;PARTIC
4251590271001;PARTIC
4254969171001;PARTIC
4259602171001;PARTIC
4261208371001;PARTIC
4261621670001;PARTIC
4261883971001;PARTIC
4262756671001;PARTIC
4265641870005;PARTIC
4268490210001;PARTIC
4272554271002;PARTIC
4272739150001;PARTIC
4275301010001;PARTIC
4276224571003;PARTIC
4277719671002;PARTIC
4277933571001;PARTIC
4279196810001;PARTIC
4285222571002;PARTIC
4285733110001;PARTIC
4285733171003;PARTIC
4288170610001;PARTIC
428839071003;PARTIC
4288603815002;PARTIC
4288827470005;PARTIC
4289789671001;PARTIC
4292806210001;PARTIC
429492471006;PARTIC
429677370010;PARTIC
4297326910001;PARTIC
4302570271002;PARTIC
4303739671001;PARTIC
430807771001;PARTIC
43130810002;PARTIC
431407971002;PARTIC
4316507610001;PARTIC
4316672671004;PARTIC
4321436510002;PARTIC
4325169710001;PARTIC
433196371001;PARTIC
4332196310001;PARTIC
4332257310001;PARTIC
4332882171001;PARTIC
433369110001;PARTIC
4338387310001;PARTIC
4340032771001;PARTIC
4341116971001;PARTIC
4342081571001;PARTIC
434343910002;PARTIC
4343737310001;PARTIC
4348783115004;PARTIC
4350053910001;PARTIC
4351974471001;PARTIC
4354397471001;PARTIC
4355856271001;PARTIC
4355868371001;PARTIC
4359341671001;PARTIC
4363782171001;PARTIC
4364978110001;PARTIC
4366139871001;PARTIC
4366341671001;PARTIC
436740771003;PARTIC
4367812571002;PARTIC
4368449070002;PARTIC
4370629210001;PARTIC
4371170870001;PARTIC
4371355771001;PARTIC
4374950971007;PARTIC
4376623210001;PARTIC
4380154371001;PARTIC
4381663971002;PARTIC
4383251010002;PARTIC
4385419471001;PARTIC
4387332271002;PARTIC
4389478371001;PARTIC
439049515003;PARTIC
4393133810001;PARTIC
439847171001;PARTIC
4398911922001;PARTIC
440084571006;PARTIC
4401495671001;PARTIC
440172171001;PARTIC
4403005371002;PARTIC
4403231310001;PARTIC
4406724410001;PARTIC
4409772271001;PARTIC
4410428371002;PARTIC
4412625770003;PARTIC
44180615002;PARTIC
4418904310001;PARTIC
4422610615001;PARTIC
4422921871001;PARTIC
4427580910001;PARTIC
4428254210001;PARTIC
4430920871002;PARTIC
4432057871003;PARTIC
4432617310001;PARTIC
443526871001;PARTIC
4435565410001;PARTIC
4439062971001;PARTIC
4439247810001;PARTIC
4439833971001;PARTIC
4441941070001;PARTIC
4442042710001;PARTIC
4444038371001;PARTIC
4447159271001;PARTIC
4447258971002;PARTIC
4448483910001;PARTIC
4450987415001;PARTIC
4451536810001;PARTIC
4452462771003;PARTIC
4454419610001;PARTIC
445575671004;PARTIC
445687471007;PARTIC
4458393371001;PARTIC
4459626171001;PARTIC
4466241810001;PARTIC
4466813471002;PARTIC
4466925270001;PARTIC
4467065671001;PARTIC
4472328015001;PARTIC
4472403571002;PARTIC
4475959571001;PARTIC
4479007410001;PARTIC
4479495710001;PARTIC
4479518071001;PARTIC
4480638271001;PARTIC
4481452310002;PARTIC
4482959571003;PARTIC
448297710001;PARTIC
4484259610001;PARTIC
448497171004;PARTIC
4486418315002;PARTIC
4487220371001;PARTIC
4488381971001;PARTIC
4490024971001;PARTIC
449085215002;PARTIC
4492110510001;PARTIC
4492397071002;PARTIC
4495394071002;PARTIC
4498687771001;PARTIC
4499287910001;PARTIC
4499747710001;PARTIC
4499997910001;PARTIC
4506237971001;PARTIC
4506824071001;PARTIC
4507013310001;PARTIC
4509621671001;PARTIC
4509796371001;PARTIC
4511181371001;PARTIC
4512637771001;PARTIC
4514351171002;PARTIC
4516733471001;PARTIC
4518368971001;PARTIC
4519343771001;PARTIC
4522112071001;PARTIC
4524061110002;PARTIC
4524968170005;PARTIC
4525021410001;PARTIC
4525767771001;PARTIC
4527043610001;PARTIC
4527639410001;PARTIC
4531931810001;PARTIC
4535541171001;PARTIC
4535901210001;PARTIC
4536549810001;PARTIC
4536588571001;PARTIC
4536613210001;PARTIC
4537390510001;PARTIC
4537390570004;PARTIC
4537908971001;PARTIC
4537947610001;PARTIC
4538562371004;PARTIC
4538761715001;PARTIC
4542837871005;PARTIC
4546607871001;PARTIC
4546784971002;PARTIC
4548121871003;PARTIC
4550238610002;PARTIC
4550690671001;PARTIC
455259071001;PARTIC
4553109315002;PARTIC
4553558910001;PARTIC
4555172610001;PARTIC
4556631471001;PARTIC
4557528310001;PARTIC
4560969810001;PARTIC
4561110771001;PARTIC
4562583510001;PARTIC
4563256810001;PARTIC
4566302710001;PARTIC
4567376771002;PARTIC
4569474471001;PARTIC
4570417510001;PARTIC
4575587210002;PARTIC
4576960871001;PARTIC
4579196571002;PARTIC
4580078610001;PARTIC
4581077670008;PARTIC
4581313870007;PARTIC
458168410001;PARTIC
4583112410002;PARTIC
4585161210001;PARTIC
458579310001;PARTIC
4591672870005;PARTIC
4592146710001;PARTIC
4593084771001;PARTIC
4594567710001;PARTIC
4595105071001;PARTIC
4597365310001;PARTIC
4597526010001;PARTIC
4598537115003;PARTIC
4599375471001;PARTIC
4599536110001;PARTIC
460088210001;PARTIC
4602470271001;PARTIC
4603231170003;PARTIC
460399470001;PARTIC
46040215002;PARTIC
4606164715001;PARTIC
4607336571001;PARTIC
4611852510001;PARTIC
4613052971001;PARTIC
4613587771001;PARTIC
4614462810001;PARTIC
4618831071001;PARTIC
4621523871001;PARTIC
4622610471002;PARTIC
4630161715001;PARTIC
4630558171001;PARTIC
4631306915002;PARTIC
4631396410001;PARTIC
463219315003;PARTIC
4634016909002;PARTIC
4636625271002;PARTIC
4637648410001;PARTIC
4639373910001;PARTIC
463968070001;PARTIC
4640168410001;PARTIC
4640516471001;PARTIC
4640953971001;PARTIC
4644687110001;PARTIC
4645574310001;PARTIC
4646323171001;PARTIC
4646619810001;PARTIC
4648007510002;PARTIC
464916271002;PARTIC
4650549770001;PARTIC
4651001810001;PARTIC
4652411710001;PARTIC
4655870471002;PARTIC
4658478370001;PARTIC
46599271001;PARTIC
4662333210001;PARTIC
46623970002;PARTIC
4666538310003;PARTIC
4668512171002;PARTIC
4671231571001;PARTIC
4671839471001;PARTIC
4672466271001;PARTIC
4672515110001;PARTIC
4672738771001;PARTIC
4673215010001;PARTIC
4673552810001;PARTIC
4674214071002;PARTIC
4674576071001;PARTIC
467652810001;PARTIC
4677223171001;PARTIC
4677361510001;PARTIC
4680691271001;PARTIC
468165410001;PARTIC
468253071006;PARTIC
4683462271001;PARTIC
4683608410001;PARTIC
4684719210001;PARTIC
4685008210001;PARTIC
4685484410001;PARTIC
4686218710001;PARTIC
4689937810001;PARTIC
4690897310001;PARTIC
4693705171001;PARTIC
4694256471001;PARTIC
4695155710001;PARTIC
4695627610001;PARTIC
4698225810001;PARTIC
4698675471001;PARTIC
4700022570003;PARTIC
4700829871001;PARTIC
4700968271001;PARTIC
4702205471001;PARTIC
4703838910001;PARTIC
4704602210002;PARTIC
4705226671001;PARTIC
4707509271001;PARTIC
4708323371001;PARTIC
4709832971002;PARTIC
471133170003;PARTIC
471206271002;PARTIC
4712165671002;PARTIC
4713974310001;PARTIC
4714547910001;PARTIC
4715211571003;PARTIC
4715597771002;PARTIC
4715685370001;PARTIC
4716047471001;PARTIC
4718271471001;PARTIC
4719017871001;PARTIC
471904110001;PARTIC
4720026271002;PARTIC
4722561471001;PARTIC
4725904071001;PARTIC
4726105471001;PARTIC
4726132071002;PARTIC
4726205171002;PARTIC
4726516310001;PARTIC
4726567171001;PARTIC
4727627171001;PARTIC
4729824510001;PARTIC
4730210571002;PARTIC
4730745371003;PARTIC
4730832971001;PARTIC
4731717710001;PARTIC
4731931610001;PARTIC
4732495071001;PARTIC
4732728871001;PARTIC
4732904071002;PARTIC
4735166310001;PARTIC
4735801371002;PARTIC
4737025970001;PARTIC
4740382271001;PARTIC
4740915110001;PARTIC
4742825571001;PARTIC
4743549610001;PARTIC
4744337171001;PARTIC
47447715002;PARTIC
474876410001;PARTIC
4748916871001;PARTIC
4749018510001;PARTIC
4750476571001;PARTIC
4758393071001;PARTIC
4758791871001;PARTIC
47610815001;PARTIC
4763915810001;PARTIC
4766576910001;PARTIC
476750510001;PARTIC
4770256610001;PARTIC
477151371004;PARTIC
4776561870002;PARTIC
4778584010001;PARTIC
4778968310001;PARTIC
4782874010001;PARTIC
4782910810002;PARTIC
4783187270006;PARTIC
4783586071001;PARTIC
4784009178001;PARTIC
4784135410002;PARTIC
478561210001;PARTIC
4786505671001;PARTIC
4786831310001;PARTIC
4787144510001;PARTIC
4788116971001;PARTIC
4788367110001;PARTIC
4797326471001;PARTIC
4798687471001;PARTIC
4798974410001;PARTIC
4801271671003;PARTIC
4801570710001;PARTIC
4803216471003;PARTIC
4803478710001;PARTIC
4805812610002;PARTIC
4805851310001;PARTIC
480814571001;PARTIC
4810393571001;PARTIC
4811016010001;PARTIC
4812763771001;PARTIC
4823108371001;PARTIC
4823618910001;PARTIC
4823971210001;PARTIC
4824856071002;PARTIC
4825206010001;PARTIC
4825568071001;PARTIC
4825954710001;PARTIC
4826328971001;PARTIC
483026071001;PARTIC
483137871003;PARTIC
4835890771001;PARTIC
483612171006;PARTIC
4837088710001;PARTIC
4838386810001;PARTIC
4839461310001;PARTIC
4840815310001;PARTIC
484199771001;PARTIC
484224471004;PARTIC
4842402410001;PARTIC
484387010001;PARTIC
4848196571002;PARTIC
4849455910001;PARTIC
4850301710001;PARTIC
485211315005;PARTIC
4852498671003;PARTIC
485262171002;PARTIC
4855060510001;PARTIC
4855345171001;PARTIC
4859027571002;PARTIC
4859066210001;PARTIC
4864331010001;PARTIC
486519170001;PARTIC
4865740971002;PARTIC
4868961571002;PARTIC
4869508510001;PARTIC
4869734510001;PARTIC
4872480510001;PARTIC
4873465070001;PARTIC
4873538171002;PARTIC
4874352210001;PARTIC
4874675510001;PARTIC
487471671002;PARTIC
4874736510001;PARTIC
4877235071001;PARTIC
4877334771001;PARTIC
4879717071001;PARTIC
4882934971001;PARTIC
4884833210001;PARTIC
4885207471001;PARTIC
4887966271001;PARTIC
4888578571002;PARTIC
4890646971001;PARTIC
4892173071001;PARTIC
4894416971002;PARTIC
4895304171001;PARTIC
4895853410001;PARTIC
4896427071001;PARTIC
489780871001;PARTIC
4900119671002;PARTIC
4900982510001;PARTIC
4905289371002;PARTIC
4905476610001;PARTIC
4908162410001;PARTIC
4908497871002;PARTIC
4908721971001;PARTIC
4909672071001;PARTIC
49110315007;PARTIC
491212309002;PARTIC
4913313015001;PARTIC
4914523510001;PARTIC
4915410771003;PARTIC
49161170004;PARTIC
4917269870001;PARTIC
4917617871001;PARTIC
4920052610001;PARTIC
49222170008;PARTIC
4923307610001;PARTIC
4930059371001;PARTIC
4931233571001;PARTIC
4931683171003;PARTIC
4932232510001;PARTIC
4933282371001;PARTIC
4933853910001;PARTIC
493621271002;PARTIC
4936537310001;PARTIC
4937013671001;PARTIC
4937448710001;PARTIC
4937709121001;PARTIC
4937835471001;PARTIC
4937859671001;PARTIC
4937985910001;PARTIC
4940627910001;PARTIC
4941116310002;PARTIC
4941580471001;PARTIC
49421571007;PARTIC
4942876171002;PARTIC
494333215001;PARTIC
4945659210001;PARTIC
4946334910001;PARTIC
4946996010001;PARTIC
49472371001;PARTIC
4949531310001;PARTIC
4949815971001;PARTIC
495071871005;PARTIC
4956628671001;PARTIC
49569671003;PARTIC
4957255471001;PARTIC
4957515810001;PARTIC
4959365210001;PARTIC
4959564671001;PARTIC
4960273971001;PARTIC
4960869771002;PARTIC
4961061471001;PARTIC
4966039510001;PARTIC
49669371002;PARTIC
4967736471001;PARTIC
4968847270002;PARTIC
4971493570002;PARTIC
4976435310001;PARTIC
497802171001;PARTIC
4980999771002;PARTIC
4981376370004;PARTIC
4982934815002;PARTIC
49844510001;PARTIC
4985246071001;PARTIC
4987105671001;PARTIC
4987132210001;PARTIC
4988430310001;PARTIC
4989030510001;PARTIC
4989341710001;PARTIC
4989565310001;PARTIC
4990685570001;PARTIC
4991059710001;PARTIC
4991210771002;PARTIC
4993655971001;PARTIC
5000394610002;PARTIC
5000793471001;PARTIC
5001765871002;PARTIC
5002653071001;PARTIC
5003525770002;PARTIC
5004712071001;PARTIC
5005486971001;PARTIC
5006111810001;PARTIC
5006772910001;PARTIC
5008184871001;PARTIC
5008418671002;PARTIC
5008805310001;PARTIC
50116370001;PARTIC
5011699410001;PARTIC
5014061971001;PARTIC
5014820871002;PARTIC
5016383271002;PARTIC
5016495071001;PARTIC
5024132010001;PARTIC
5027999271001;PARTIC
5029100471001;PARTIC
50303671007;PARTIC
5030617071001;PARTIC
5031730271001;PARTIC
5036224310001;PARTIC
5041552071001;PARTIC
5042811410001;PARTIC
5051619710001;PARTIC
5052696110001;PARTIC
5056043110001;PARTIC
5056380910001;PARTIC
5057664571001;PARTIC
5057801010001;PARTIC
5059524171001;PARTIC
5059524171002;PARTIC
5060096971003;PARTIC
5061356315002;PARTIC
5061504971001;PARTIC
5061704310001;PARTIC
5062766210001;PARTIC
5065911871001;PARTIC
5066225071001;PARTIC
506637815001;PARTIC
5066436571001;PARTIC
50665610001;PARTIC
5066635971002;PARTIC
5067136410001;PARTIC
5068223071001;PARTIC
5071414371002;PARTIC
5071453010001;PARTIC
5073149510001;PARTIC
5073650410001;PARTIC
5073874010001;PARTIC
507413210002;PARTIC
5076372571001;PARTIC
5076384615002;PARTIC
5076720510001;PARTIC
5077629510001;PARTIC
5078268471001;PARTIC
5078368110001;PARTIC
507848310002;PARTIC
5079965371001;PARTIC
508025571001;PARTIC
5080774310001;PARTIC
5081697810001;PARTIC
5082920971001;PARTIC
5083433571002;PARTIC
508409871005;PARTIC
5084271871003;PARTIC
5084993971001;PARTIC
5086055971001;PARTIC
5087592171001;PARTIC
5088003171001;PARTIC
5088540371001;PARTIC
5088588710001;PARTIC
5089026310001;PARTIC
5089500610001;PARTIC
5093530210001;PARTIC
5095080571002;PARTIC
5095153610001;PARTIC
5096400910001;PARTIC
50964771006;PARTIC
5096612471001;PARTIC
5097399410001;PARTIC
5102227571002;PARTIC
5104548871002;PARTIC
510579871001;PARTIC
5106198871002;PARTIC
5106522610001;PARTIC
5107696315001;PARTIC
5108257871002;PARTIC
5108770871002;PARTIC
5108770871003;PARTIC
5109071971002;PARTIC
5109283471001;PARTIC
5109828471002;PARTIC
5109828471003;PARTIC
5110165571002;PARTIC
5110377071003;PARTIC
5110476771002;PARTIC
5110537771001;PARTIC
5111388171002;PARTIC
5111947671001;PARTIC
5112686210001;PARTIC
5112885610001;PARTIC
5113722071001;PARTIC
5114322271002;PARTIC
5115034271002;PARTIC
5116383171002;PARTIC
5117778571002;PARTIC
5120821710001;PARTIC
5124255810001;PARTIC
5125753371002;PARTIC
5128847671001;PARTIC
5131129571001;PARTIC
513180470006;PARTIC
513253571002;PARTIC
5135412571001;PARTIC
5136012710001;PARTIC
5142152110001;PARTIC
5143100310001;PARTIC
5144434710001;PARTIC
5149227910001;PARTIC
515290210001;PARTIC
5153931210001;PARTIC
5155802910001;PARTIC
5156991171001;PARTIC
5157092871001;PARTIC
5159237010001;PARTIC
5160257571001;PARTIC
5160894471002;PARTIC
5162428371002;PARTIC
5167846310001;PARTIC
5167858410001;PARTIC
5168918410001;PARTIC
5168918470011;PARTIC
5169234071001;PARTIC
5169657010001;PARTIC
5172313571002;PARTIC
5172848371001;PARTIC
5173798471002;PARTIC
5174012410001;PARTIC
5176644970001;PARTIC
5180348871002;PARTIC
5181447571001;PARTIC
5181561771001;PARTIC
5183445571001;PARTIC
518360371001;PARTIC
5184731510001;PARTIC
518545271001;PARTIC
5186527710001;PARTIC
5187427071001;PARTIC
5188812771001;PARTIC
5192681610001;PARTIC
5193255210001;PARTIC
5194592071001;PARTIC
519468710001;PARTIC
5194840310001;PARTIC
5196500550001;PARTIC
5197786071001;PARTIC
5199806371001;PARTIC
5201303910001;PARTIC
5201342671001;PARTIC
5201938471003;PARTIC
5204736010001;PARTIC
5211201210002;PARTIC
5211237510001;PARTIC
5215683110001;PARTIC
5216417471001;PARTIC
5216993370008;PARTIC
5217554871001;PARTIC
5217853910001;PARTIC
5218639010001;PARTIC
5219341371001;PARTIC
5222532671001;PARTIC
5223567971003;PARTIC
5223582471001;PARTIC
5224815271001;PARTIC
522586910001;PARTIC
5229036810001;PARTIC
5230018671002;PARTIC
5231143910001;PARTIC
5231927070001;PARTIC
5232381010001;PARTIC
5233166171001;PARTIC
5234962710001;PARTIC
5235786571002;PARTIC
5235859671001;PARTIC
5236598210001;PARTIC
5237223171002;PARTIC
5238010615001;PARTIC
5238185371002;PARTIC
5240414410002;PARTIC
524059871001;PARTIC
5243797670001;PARTIC
5243907571002;PARTIC
5244957371002;PARTIC
5249738471001;PARTIC
524995871001;PARTIC
525022510001;PARTIC
5253072571001;PARTIC
5255355171001;PARTIC
5256740815001;PARTIC
5257501715002;PARTIC
5258337610001;PARTIC
5259412110001;PARTIC
5261317471001;PARTIC
5261616571001;PARTIC
5262989610001;PARTIC
5263230270002;PARTIC
5264676471001;PARTIC
5265763010001;PARTIC
5265909210001;PARTIC
5267359871001;PARTIC
5267958071001;PARTIC
5270403010001;PARTIC
527068971005;PARTIC
5271341010001;PARTIC
5272463971001;PARTIC
5272600410001;PARTIC
5273125171001;PARTIC
5273287770001;PARTIC
5274661371001;PARTIC
52748871003;PARTIC
5275422271001;PARTIC
5275706871001;PARTIC
5275871871001;PARTIC
5276160871002;PARTIC
5276246071001;PARTIC
52763310001;PARTIC
5278766771001;PARTIC
5280922710001;PARTIC
5284096410001;PARTIC
5284495271001;PARTIC
5284670471001;PARTIC
5287441471002;PARTIC
5287701871001;PARTIC
5288824710001;PARTIC
5289449110001;PARTIC
5291916371001;PARTIC
5293243010001;PARTIC
5294193110001;PARTIC
5294465610001;PARTIC
5296612271001;PARTIC
5296908971002;PARTIC
5298658671001;PARTIC
5299358510001;PARTIC
5300693471002;PARTIC
5301403510001;PARTIC
5302178410001;PARTIC
5305960971002;PARTIC
5306434871002;PARTIC
5310625171001;PARTIC
5313298371001;PARTIC
5313719471002;PARTIC
5313884471002;PARTIC
5314158971001;PARTIC
5317070771001;PARTIC
5317554771001;PARTIC
5317654471002;PARTIC
5318614710001;PARTIC
5319365470001;PARTIC
5320162371001;PARTIC
5320933315001;PARTIC
5321472571001;PARTIC
532533171001;PARTIC
5326788410001;PARTIC
5326912871002;PARTIC
5326951510001;PARTIC
5327787471001;PARTIC
5327899271002;PARTIC
5329921910001;PARTIC
533057871005;PARTIC
5330854871001;PARTIC
5331328710001;PARTIC
5332938010001;PARTIC
5333241510001;PARTIC
5333241571001;PARTIC
5336374571001;PARTIC
5336846471002;PARTIC
5340054271001;PARTIC
5340166071001;PARTIC
534032671005;PARTIC
5342908471001;PARTIC
5345506671001;PARTIC
534604271004;PARTIC
5347742710001;PARTIC
5355379270001;PARTIC
5355654110001;PARTIC
