ContractReference;EconomicActivity 
315674771005;PARTIC
315698970003;PARTIC
315698971003;PARTIC
3159704610001;PARTIC
3159704671001;PARTIC
3159855171002;PARTIC
315990;PARTIC
315750271006;PARTIC
3157696410001;PARTIC
3160053810001;PARTIC
316012671003;PARTIC
3161451671001;PARTIC
3161451678001;PARTIC
316148671001;PARTIC
3161551371002;PARTIC
315848;PARTIC
3161724110001;PARTIC
3163833971002;PARTIC
315886271006;PARTIC
316199410001;PARTIC
316199415001;PARTIC
316199473003;PARTIC
3163573571002;PARTIC
31636;PARTIC
316036871003;PARTIC
3162037310001;PARTIC
316233;PARTIC
3160999571001;PARTIC
3161237771002;PARTIC
3161252271002;PARTIC
316375;PARTIC
3163760871002;PARTIC
316420;PARTIC
3164234771001;PARTIC
3163819471001;PARTIC
3163846071001;PARTIC
316423571003;PARTIC
316562;PARTIC
3165644671001;PARTIC
3163846071002;PARTIC
315859671001;PARTIC
3166755471001;PARTIC
31591;PARTIC
3159220671001;PARTIC
3159269071001;PARTIC
316188;PARTIC
3166979010001;PARTIC
3167703670001;COMER
316486471004;PARTIC
3164971371001;PARTIC
3165158270001;COMER
3165345571002;PARTIC
316561971004;PARTIC
3168043471004;PARTIC
316046;PARTIC
3168354671001;PARTIC
316607;PARTIC
3166405570001;PARTIC
3163746371003;PARTIC
3166629171002;PARTIC
3166728871001;PARTIC
3167020271001;PARTIC
316749;PARTIC
3161799171002;PARTIC
316885210001;PARTIC
316891;PARTIC
316936;PARTIC
3169380271001;PARTIC
3170162615001;PARTIC
3170186871001;PARTIC
3170408510001;PARTIC
3170461710001;PARTIC
3170461771001;PARTIC
3170661171001;PARTIC
317089;NULL
3171;PARTIC
317108971001;PARTIC
3171098215001;PARTIC
3171161671002;PARTIC
3171185871004;PARTIC
3171307871002;PARTIC
317134;PARTIC
3171920571001;PARTIC
3171932671001;PARTIC
3172097210001;PARTIC
3172717771001;PARTIC
317276;PARTIC
3171407571001;PARTIC
3171484971004;PARTIC
3171621471001;PARTIC
317174271001;PARTIC
3171784071001;PARTIC
3171840003;CONSTR
3171870001;CONSTR
3173517371002;PARTIC
3173529471001;PARTIC
3173543971003;PARTIC
3172943771001;PARTIC
3172967910001;PARTIC
3172970371004;PARTIC
317298171005;PARTIC
3173021271001;PARTIC
3173069671005;PARTIC
317321;NULL
3173218271001;PARTIC
3173305871001;PARTIC
3173368771001;PARTIC
3173383271001;PARTIC
317508;PARTIC
3175094271005;PARTIC
317558571001;PARTIC
3173966910001;PARTIC
3173979071001;PARTIC
3174331471001;PARTIC
3174367771001;PARTIC
317463;PARTIC
3174742371001;PARTIC
3176380210002;PARTIC
317650;PARTIC
317672771006;PARTIC
317696971004;PARTIC
3177600910002;PARTIC
3178088871003;PARTIC
3178188571003;PARTIC
3178475571001;PARTIC
3178609671003;PARTIC
3179374871003;PARTIC
3178886471003;PARTIC
3178038071001;PARTIC
3180604971001;PARTIC
3180794110001;PARTIC
3173731271002;PARTIC
3173767571001;PARTIC
3172795171001;PARTIC
3172844071004;PARTIC
3175726871005;PARTIC
3175738971003;PARTIC
3175792110002;PARTIC
3176054571003;PARTIC
3180993571001;PARTIC
3179734971002;PARTIC
318035;PARTIC
317792;PARTIC
3173816473001;PARTIC
3180843071002;PARTIC
31784872002;IND TRANSF
3178563171001;PARTIC
3178587371001;PARTIC
3180893810001;PARTIC
3181194915001;PARTIC
3181616071002;PARTIC
318177;PARTIC
3181927271002;PARTIC
3182043471001;PARTIC
3182094270001;PARTIC
3182094271001;PARTIC
3182193910001;PARTIC
3182193971002;PARTIC
3182442271002;PARTIC
317979;PARTIC
3179810471001;PARTIC
3184277110001;PARTIC
3184637210001;SERV
3184851171003;PARTIC
3184962971001;PARTIC
3184987110001;PARTIC
3185149871002;PARTIC
3185387971001;PARTIC
318222;NULL
31823;PARTIC
3182615071002;PARTIC
3182680371002;PARTIC
3182714771003;PARTIC
31778;PARTIC
318272971001;PARTIC
3182889410001;PARTIC
3183180870001;IND TRANSF
318384772001;PARTIC
3183976071002;PARTIC
3184039010001;SERV
318409;PARTIC
3184189570003;PARTIC
3186734971002;PARTIC
3186858871001;PARTIC
318693;PARTIC
3186934370003;PARTIC
3187162370001;PARTIC
318738;PARTIC
3187510371001;PARTIC
318551;PARTIC
318771471002;PARTIC
3187957571001;PARTIC
3185709371002;PARTIC
3185908771001;PARTIC
3186336171002;PARTIC
3188222371003;PARTIC
318880;PARTIC
318925;PARTIC
3189318671001;PARTIC
3189617771001;PARTIC
3191165371002;PARTIC
319123;PARTIC
319007273001;PARTIC
3190589371001;PARTIC
3190764571001;PARTIC
319078;PARTIC
3190801371002;PARTIC
3192288210001;PARTIC
3192587371001;PARTIC
319265;PARTIC
3193087871001;PARTIC
319310;PARTIC
319452;PARTIC
319432670002;SERV
3191425770002;PARTIC
3191425771004;PARTIC
3191491071001;PARTIC
319157770001;CONSTR
319157770005;CONSTR
3191637271001;PARTIC
3191751471001;PARTIC
319505773001;PARTIC
3195085871001;PARTIC
3188085871004;PARTIC
3188185571001;PARTIC
319517871002;PARTIC
319532371001;PARTIC
3195360771002;PARTIC
3193399071002;PARTIC
3193623171002;PARTIC
3193797810001;ESTADO
3194162310001;PARTIC
3195372871001;PARTIC
3194634271003;PARTIC
3194906771001;PARTIC
319505710001;PARTIC
319505715001;PARTIC
3195832670001;PARTIC
3194461471001;PARTIC
319594;PARTIC
3196060671002;PARTIC
319639;PARTIC
3196943471002;PARTIC
3197045171001;PARTIC
3197120671004;PARTIC
319717270001;PARTIC
319717271003;PARTIC
3197344271001;PARTIC
319829071003;PARTIC
3198766271002;PARTIC
3199366471002;PARTIC
31965;PARTIC
319656271001;PARTIC
319668371007;PARTIC
3196756171001;PARTIC
3196794871001;PARTIC
3197631253002;ESTADO
3197631253008;ESTADO
3197704371001;PARTIC
3197728571001;PARTIC
319781;PARTIC
3197993210001;PARTIC
319826;PARTIC
3198267710001;PARTIC
3198279871001;PARTIC
320026;PARTIC
3200686871002;PARTIC
3200747871001;PARTIC
3199441971001;PARTIC
3199492771002;PARTIC
3201274971002;PARTIC
3201608410001;PARTIC
320168;PARTIC
3202011671001;PARTIC
32021;PARTIC
3199492771003;PARTIC
3199614771001;PARTIC
319968;PARTIC
3199789471001;PARTIC
3199891571003;PARTIC
3200052371002;PARTIC
3204345071001;PARTIC
3204829071001;PARTIC
320497;SERV
3205217771001;PARTIC
320540710001;PARTIC
320542;PARTIC
3205482471001;PARTIC
3205528971001;PARTIC
3206215002;PARTIC
320684;PARTIC
3207178971001;PARTIC
320729;PARTIC
3207439371002;PARTIC
3202111371001;PARTIC
320213;PARTIC
320227110001;PARTIC
3203158710001;PARTIC
3203185310001;PARTIC
320355;PARTIC
3203572071002;PARTIC
3203769071002;PARTIC
3204271971001;PARTIC
3208389471001;PARTIC
3208576710001;PARTIC
3208591271001;PARTIC
320871;PARTIC
3208863771001;PARTIC
320916;PARTIC
3209390871002;PARTIC
3209763010001;PARTIC
320987971005;PARTIC
321014671005;PARTIC
321038871005;PARTIC
321069;PARTIC
320764371005;PARTIC
320788571002;PARTIC
3207991071003;PARTIC
3210771471001;PARTIC
3210895371001;PARTIC
321114;PARTIC
321276971004;PARTIC
3212866771001;PARTIC
3212881271002;PARTIC
321301678001;PARTIC
3213031871005;PARTIC
3213267510001;PARTIC
321065471003;PARTIC
3211768071001;PARTIC
321177271003;PARTIC
3211794671002;PARTIC
3212018310001;PARTIC
3212217710001;PARTIC
3212217771002;PARTIC
321443;PARTIC
321452110001;PARTIC
321452171002;PARTIC
3214714271002;PARTIC
321352471002;PARTIC
32122771002;PARTIC
3214641171002;PARTIC
3214840571001;PARTIC
3215180371001;PARTIC
3215564671001;PARTIC
3215751910002;PARTIC
321585;PARTIC
321588171004;PARTIC
3215999771001;PARTIC
321630;PARTIC
3216;PARTIC
321600771002;PARTIC
3216101971001;PARTIC
321624971004;PARTIC
32163;PARTIC
3215948970001;PARTIC
321772;PARTIC
3217762071003;PARTIC
3216537071001;PARTIC
3216612571003;PARTIC
3216799310001;PARTIC
321364571006;PARTIC
3217263510001;PARTIC
3217823071002;PARTIC
3217961471003;PARTIC
321817;PARTIC
3218340001;SERV
3218834171002;PARTIC
3213902510001;PARTIC
321391170001;PARTIC
3217409710001;PARTIC
3218860771001;PARTIC
321899371003;PARTIC
321909510001;PARTIC
3219833171001;PARTIC
3219896071002;PARTIC
3219969171002;PARTIC
3219560671002;PARTIC
321959;PARTIC
321398;PARTIC
3211019371002;PARTIC
3219772171002;PARTIC
3220155771002;PARTIC
3217424271003;PARTIC
3217462971003;PARTIC
3220155771003;PARTIC
3220204671002;PARTIC
3220428271002;PARTIC
321256;PARTIC
3220442770003;PARTIC
3220442771001;PARTIC
3220554510001;PARTIC
321909573001;PARTIC
321924070001;PARTIC
3220703170002;PARTIC
32208;PARTIC
3222141671002;PARTIC
3212582171003;PARTIC
322157;PARTIC
3221852610001;PARTIC
3221891371002;PARTIC
3222652271003;PARTIC
3222664310001;PARTIC
3220117071002;PARTIC
322013670001;PARTIC
3213992071001;PARTIC
322202;PARTIC
322344;PARTIC
3223947971001;PARTIC
322448771002;PARTIC
322349070001;PARTIC
3222837150006;COMER
3222837150008;COMER
3222863771002;PARTIC
3222936810001;PARTIC
3224511871001;PARTIC
3222987610001;PARTIC
3224536010002;PARTIC
3223225871001;PARTIC
3223401071002;PARTIC
3221030871002;PARTIC
322486;NULL
3214215771005;PARTIC
3214427210001;PARTIC
3223663371001;PARTIC
3223874871001;PARTIC
3223899071001;PARTIC
3225075210001;PARTIC
322531;COMER
3226147371002;PARTIC
3226334671001;PARTIC
3226497271002;PARTIC
322673;PARTIC
3226906271002;PARTIC
3227010371003;PARTIC
3227134271001;PARTIC
3227172915001;PARTIC
322013671006;PARTIC
322718;PARTIC
322015;PARTIC
3228570771005;PARTIC
3228594971003;PARTIC
322860;PARTIC
3228643871003;PARTIC
3228655971003;PARTIC
3228682571002;PARTIC
3228843271001;PARTIC
322905;PARTIC
3230026471003;PARTIC
3230053070001;PARTIC
3230053071002;PARTIC
3228084371004;PARTIC
3230164810001;PARTIC
3230947971001;PARTIC
323058;PARTIC
3231001271001;PARTIC
322125471001;PARTIC
323103;PARTIC
3231113071001;PARTIC
3231149371002;PARTIC
3231312410001;PARTIC
3231336610001;PARTIC
3231808571003;PARTIC
323245;PARTIC
323250771002;PARTIC
323387;PARTIC
323432;PARTIC
3234520971001;PARTIC
323523271004;PARTIC
3235383471002;PARTIC
3235568371001;PARTIC
323574;PARTIC
32350;PARTIC
3235804571002;PARTIC
322137571005;PARTIC
3237116710001;PARTIC
3237566310001;PARTIC
3235804590001;PARTIC
3235979271004;PARTIC
3225510810001;PARTIC
3237478710001;PARTIC
323761;PARTIC
323806;PARTIC
3238327210001;PARTIC
3238492271001;PARTIC
323619;PARTIC
3236428910001;PARTIC
3236443410001;PARTIC
3236531071002;PARTIC
323922071004;PARTIC
3239265271002;PARTIC
3242232915001;PARTIC
3225846271002;PARTIC
3225972510001;PARTIC
3242405710001;PARTIC
324288;PARTIC
3243095471004;PARTIC
3243129871001;PARTIC
3243244010001;PARTIC
323948;PARTIC
3239751610001;PARTIC
324146;PARTIC
3242057771003;PARTIC
3245028171001;PARTIC
324520;NULL
324534371001;PARTIC
32458110002;COMER
32458170001;COMER
32458172002;COMER
323036871004;PARTIC
3230490571002;PARTIC
3245837870001;PARTIC
3228544171002;PARTIC
3228570770005;PARTIC
324333;NULL
3243567371003;PARTIC
324422510001;PARTIC
324707;NULL
3247376071001;PARTIC
3247400771001;PARTIC
3247650910001;PARTIC
324849;PARTIC
3245837871004;PARTIC
3246476771001;PARTIC
325047;PARTIC
3240059770001;PARTIC
324745871001;PARTIC
3247548810001;PARTIC
3247563371002;PARTIC
3248635471001;PARTIC
3249123810001;PARTIC
324004;PARTIC
32492;PARTIC
324422571002;PARTIC
32507071002;PARTIC
3241272610001;PARTIC
32507071003;PARTIC
3251678171003;PARTIC
3251838871003;PARTIC
3252813671002;PARTIC
3252976271001;PARTIC
3253039271002;PARTIC
3244615271002;PARTIC
325189;PARTIC
3253452571002;PARTIC
325234;PARTIC
3253676171001;PARTIC
32537;PARTIC
325376;PARTIC
3253790371003;PARTIC
325421;PARTIC
325421571003;PARTIC
324475;PARTIC
3253464671001;PARTIC
3256760710001;PARTIC
3244977271001;PARTIC
3246824771001;PARTIC
3252439071003;PARTIC
3252591910001;PARTIC
3256896771003;PARTIC
3254188771003;PARTIC
3254201371001;PARTIC
3254463671002;PARTIC
3254923410001;PARTIC
3255436015003;PARTIC
325750;PARTIC
3258420910001;PARTIC
3255598671001;PARTIC
325563;PARTIC
3255674171003;PARTIC
325608;PARTIC
324662;PARTIC
325645171001;PARTIC
324672771002;PARTIC
3256558910001;PARTIC
324991;PARTIC
3250168571001;PARTIC
325892;PARTIC
3258955771002;PARTIC
3259169271001;PARTIC
3259305771001;PARTIC
325932171001;PARTIC
325937;PARTIC
3259694371001;PARTIC
3259779571002;PARTIC
3259781970001;OUTROS
326;PARTIC
3260065871002;PARTIC
3260425910001;PARTIC
3260749271002;PARTIC
3260848971002;PARTIC
3258671171003;PARTIC
3260899771002;PARTIC
326090;PARTIC
3258831871001;PARTIC
3261140371001;PARTIC
326135;PARTIC
3263335371001;PARTIC
3263386171001;PARTIC
3263585510001;PARTIC
3263585571001;PARTIC
3263784971001;PARTIC
3264159170001;PARTIC
3264159171001;PARTIC
3264161571001;PARTIC
326418173001;PARTIC
3264757371002;PARTIC
3264820771001;PARTIC
3261711971001;PARTIC
3262175671001;PARTIC
326318471001;PARTIC
326322;PARTIC
326743873003;PARTIC
32679;PARTIC
326509;PARTIC
3265632471003;PARTIC
3265831871001;PARTIC
3266071971005;PARTIC
3266183771004;PARTIC
326651;PARTIC
3266667771001;PARTIC
326682871002;PARTIC
326277;PARTIC
326793;PARTIC
3268079671001;PARTIC
3268627010001;PARTIC
3268714671001;PARTIC
3268753371001;PARTIC
3268814371001;PARTIC
3268840971001;PARTIC
3270109340002;COMER
3268877271003;PARTIC
3268901971001;PARTIC
3271883671003;PARTIC
327223;PARTIC
3265072971002;PARTIC
3270109371001;COMER
327036;PARTIC
3270459271001;PARTIC
3270858071001;PARTIC
3271161571001;PARTIC
3271434071002;PARTIC
3271521610001;PARTIC
327178;PARTIC
326694971002;PARTIC
326694971003;PARTIC
327283071003;PARTIC
3273570410001;PARTIC
327232271006;PARTIC
3272333371003;PARTIC
32724;PARTIC
327270915001;PARTIC
327270973001;PARTIC
3272770871002;PARTIC
327552;PARTIC
327410;PARTIC
327417171006;PARTIC
3274815310001;PARTIC
3274941610001;PARTIC
3269538471002;PARTIC
3269577171002;PARTIC
3277999171005;PARTIC
3275677871001;PARTIC
326980;PARTIC
3270109340001;COMER
3276003671001;PARTIC
327195471003;PARTIC
3271956771004;PARTIC
3276489571001;PARTIC
3276740270001;COMER
327681871004;PARTIC
3276937271002;PARTIC
327365;PARTIC
327694;PARTIC
3273804271001;PARTIC
3275116410001;PARTIC
3275204071001;COMER
3277240770003;PARTIC
327739;PARTIC
3275439710001;PARTIC
3278164271002;PARTIC
327830471002;PARTIC
3278312871001;PARTIC
3278351571002;PARTIC
327881;PARTIC
327926;PARTIC
3279586271002;PARTIC
3279722771002;PARTIC
3279861171001;PARTIC
328005271006;PARTIC
328017371004;PARTIC
3280206071003;PARTIC
3280244710001;PARTIC
328029471006;PARTIC
3280368671001;PARTIC
328124;PARTIC
3281654671001;PARTIC
3281941671002;PARTIC
3278463371003;PARTIC
3278650671001;PARTIC
3283265910001;PARTIC
3278847671002;PARTIC
328453;PARTIC
3284948310001;PARTIC
328311;PARTIC
3283142071003;PARTIC
3283239310001;PARTIC
3281428671001;PARTIC
3282230610001;PARTIC
328595;PARTIC
3280631415001;PARTIC
328266;PARTIC
328782;PARTIC
328367271006;PARTIC
3284053410001;PARTIC
3284277010002;PARTIC
328640;PARTIC
328079;PARTIC
3283849671002;PARTIC
3291191871002;PARTIC
328827;PARTIC
3291649271002;PARTIC
3292923110001;PARTIC
329167;PARTIC
329212;PARTIC
3288968510001;PARTIC
3289257571001;PARTIC
3285735810001;PARTIC
329025;PARTIC
3292512270001;PARTIC
32866;PARTIC
3290540810001;PARTIC
329281071001;PARTIC
32911;PARTIC
328926710001;PARTIC
3289532471001;PARTIC
328969;PARTIC
3286761410001;PARTIC
3289855710001;PARTIC
3286858771001;PARTIC
3286960871001;PARTIC
3290178310001;PARTIC
3286972971002;PARTIC
3287619610001;PARTIC
329354;PARTIC
3293574171002;PARTIC
3293586271004;PARTIC
3294023871002;PARTIC
3294223210001;PARTIC
3294833510001;PARTIC
329496;PARTIC
3295059171003;PARTIC
3295134610001;PARTIC
329728;PARTIC
3292947371003;PARTIC
3293212171004;PARTIC
3293224271004;PARTIC
3293362671003;PARTIC
3298255570001;COMER
3298255570002;COMER
329826071003;PARTIC
3298627750001;PARTIC
3299116170003;HOT TUR
3293051471002;PARTIC
3293136671004;PARTIC
3293148771002;PARTIC
329915;PARTIC
3299777271003;PARTIC
330070;PARTIC
3297755010001;PARTIC
3297893471003;PARTIC
3298216871001;PARTIC
3300711471001;PARTIC
330115;PARTIC
3301224071001;PARTIC
3301807710001;PARTIC
329870;PARTIC
3298877971003;PARTIC
329541;PARTIC
3296632171002;PARTIC
3296804910001;PARTIC
329683;PARTIC
3297144710002;SERV
3297171371001;PARTIC
3299016471005;PARTIC
3297329610001;OUTROS
3297604571003;PARTIC
3302534271002;PARTIC
330257;PARTIC
330444;PARTIC
330462271003;PARTIC
3305854571001;PARTIC
3302845471003;PARTIC
3302896271002;PARTIC
330586;PARTIC
3306204571002;PARTIC
3306678371001;PARTIC
3307378210001;PARTIC
3310173171001;PARTIC
330960;PARTIC
3309600371003;PARTIC
330302;PARTIC
3303073410001;PARTIC
330350471002;PARTIC
3303720510001;PARTIC
330773;PARTIC
3305105871003;PARTIC
3305132471003;PARTIC
3305268471002;PARTIC
3305443610001;PARTIC
3305482371003;PARTIC
330818;PARTIC
3310122310001;PARTIC
331016;PARTIC
3306243271001;PARTIC
3306367171002;PARTIC
33064;PARTIC
3306428171002;PARTIC
3306454771001;PARTIC
3311184271003;PARTIC
3311271871001;PARTIC
3311306271003;PARTIC
3311532222001;PARTIC
331158;PARTIC
331203;PARTIC
3312071471001;COMER
3312071471002;COMER
3312071471003;COMER
3312295071001;PARTIC
3312903471004;PARTIC
331345;PARTIC
3314702071001;PARTIC
331487;PARTIC
331532;PARTIC
3306542371002;PARTIC
3310645010001;PARTIC
3310783471001;PARTIC
3316213610001;PARTIC
3316225710001;PARTIC
3316451771003;PARTIC
3316624571004;PARTIC
331035871001;PARTIC
3316675310001;PARTIC
331674;PARTIC
3316909110001;PARTIC
331696970006;PARTIC
331286010001;PARTIC
331286073001;PARTIC
331861;PARTIC
3314964371003;PARTIC
3319008871003;PARTIC
3306481371002;PARTIC
331906;PARTIC
3319185910001;PARTIC
3319619171001;PARTIC
33109;PARTIC
3319883871005;PARTIC
3319918271003;PARTIC
3319971470002;PARTIC
3319971471001;PARTIC
332059;PARTIC
332104;PARTIC
3321327471001;PARTIC
332246;PARTIC
332297171004;PARTIC
3317037471002;PARTIC
3317125071002;PARTIC
3305655171002;PARTIC
3323276571001;PARTIC
3324859271001;PARTIC
332521271004;PARTIC
332521271005;PARTIC
3325984510001;PARTIC
332762;PARTIC
332388;PARTIC
332460271005;PARTIC
3324609071003;PARTIC
332807;PARTIC
332949;PARTIC
333147;PARTIC
3332359771001;PARTIC
333296110001;PARTIC
333334;PARTIC
3330675370001;PARTIC
3331287671001;PARTIC
332620;PARTIC
3326596871002;PARTIC
3327571671002;PARTIC
333289;PARTIC
3335157371002;PARTIC
333521;PARTIC
333005;PARTIC
331719;PARTIC
3317248971001;PARTIC
332433;PARTIC
332433671003;PARTIC
333476;PARTIC
333663;NULL
3335617170001;SERV
333571071002;PARTIC
3317735310001;PARTIC
333668371002;PARTIC
3336703770006;PARTIC
3336703770007;PARTIC
333708;PARTIC
3337889571001;PARTIC
333850;CONSTR
333928710001;PARTIC
33393;PARTIC
3339488710001;PARTIC
3339737010001;PARTIC
3336156371005;PARTIC
3324908171002;PARTIC
33251;PARTIC
334048;PARTIC
3340533971001;PARTIC
3340546010001;PARTIC
334190;PARTIC
334235;PARTIC
3343195071002;PARTIC
3343715871001;PARTIC
334377;PARTIC
3328568271001;PARTIC
3328631610001;PARTIC
3328670371002;PARTIC
3328979171001;PARTIC
33438;PARTIC
334422;PARTIC
3335979171001;PARTIC
3344891910001;PARTIC
3345241910001;PARTIC
3341756571003;PARTIC
333992;NULL
3335993610001;PARTIC
3340147271002;PARTIC
334564;NULL
3346039171001;PARTIC
334609;PARTIC
3346488771001;PARTIC
3346848810001;PARTIC
334751;PARTIC
3345614171001;PARTIC
3351580771002;PARTIC
3347809110001;PARTIC
3347898671002;PARTIC
334893;PARTIC
3348985210001;PARTIC
3349150371001;PARTIC
3349308610001;PARTIC
3350766671002;PARTIC
335091;PARTIC
3354524571001;PARTIC
3351826671003;PARTIC
3352028010001;PARTIC
335278;PARTIC
3352791210001;PARTIC
335323;PARTIC
335465;PARTIC
3348647471002;PARTIC
3348710850001;PARTIC
3348710871001;PARTIC
3348747171002;PARTIC
334938;PARTIC
3349933471002;PARTIC
3349984271002;PARTIC
3353924371001;PARTIC
3351179571001;PARTIC
3351303971002;PARTIC
335136;PARTIC
3356921351001;ESTADO
3357173570001;OUTROS
335741810001;PARTIC
3357783810001;PARTIC
335794;PARTIC
3357971110001;PARTIC
3358;PARTIC
3354998371003;PARTIC
33580;PARTIC
3358007510001;PARTIC
335839;PARTIC
3358406310001;PARTIC
335510;PARTIC
3355199710001;PARTIC
3355399171001;PARTIC
3355547771001;PARTIC
3356147970001;NULL
335652;PARTIC
335981;PARTIC
3359830750001;PARTIC
3359830771001;PARTIC
3359993371006;PARTIC
3360092371001;PARTIC
336037;PARTIC
3360552171001;PARTIC
3361288371001;PARTIC
3361436971001;PARTIC
3358432910001;PARTIC
3358644471001;PARTIC
335892371003;PARTIC
3358931471001;PARTIC
3358979871002;PARTIC
3359069410001;PARTIC
3359643471001;PARTIC
3364108271001;PARTIC
3364706410002;PARTIC
3364706471001;PARTIC
3364783810001;PARTIC
3364983210001;PARTIC
3361908871003;PARTIC
336224;PARTIC
33625;PARTIC
336366;PARTIC
3363821671001;PARTIC
3363906810001;PARTIC
336695;PARTIC
336740;PARTIC
3364983271001;PARTIC
336502771004;PARTIC
336179;PARTIC
3361862371001;PARTIC
336553;PARTIC
3365656510001;PARTIC
336602471001;PARTIC
3366183671001;PARTIC
3366582471001;PARTIC
3366616871002;PARTIC
3370447071003;PARTIC
337078271001;HOT TUR
3367703471005;PARTIC
3367703471006;PARTIC
337080;PARTIC
337125;PARTIC
3361874471001;PARTIC
3368580471001;PARTIC
336882;PARTIC
3369015671001;PARTIC
336927;PARTIC
3369338971001;PARTIC
336411;PARTIC
337391871002;PARTIC
337402071001;PARTIC
3374217071001;PARTIC
3374382010001;PARTIC
3371733071001;PARTIC
3371968790001;PARTIC
337241371002;PARTIC
3372506010001;PARTIC
337267;NULL
3372843871001;PARTIC
3373118371003;PARTIC
337312;PARTIC
3376202910001;PARTIC
336415173002;PARTIC
33767;PARTIC
3377102271002;PARTIC
3374914971002;PARTIC
3375403310001;PARTIC
3375478371003;PARTIC
33756270002;PARTIC
33756271007;PARTIC
33756271008;PARTIC
3375639071001;PARTIC
337596;PARTIC
3366655571003;PARTIC
3366879171001;PARTIC
337641;PARTIC
337970;PARTIC
3377464271001;PARTIC
3380244671001;PARTIC
338026;PARTIC
337764071001;PARTIC
337783;PARTIC
3380694271001;PARTIC
337828;PARTIC
3378288071001;PARTIC
3378808871002;PARTIC
3379051310001;PARTIC
3382403371001;PARTIC
33794915001;PARTIC
33794915006;PARTIC
3382466271002;PARTIC
33794971001;PARTIC
338488171001;PARTIC
338490571001;PARTIC
338497;PARTIC
33812;PARTIC
338138215001;PARTIC
338168;PARTIC
3370099071003;PARTIC
3379311710001;PARTIC
3379311770002;PARTIC
3386199471002;PARTIC
3386734710001;PARTIC
3386822310001;PARTIC
3385263871002;PARTIC
3385263871003;PARTIC
338542;PARTIC
3386897371001;PARTIC
338729;PARTIC
3387619571003;PARTIC
338787271001;PARTIC
338871;PARTIC
3388718210001;PARTIC
3382128410001;PARTIC
3388122410001;PARTIC
3388956371002;PARTIC
3388783510001;PARTIC
3388817971003;PARTIC
3389033871001;PARTIC
3385798671003;PARTIC
3382580471001;PARTIC
3382791910001;PARTIC
338355;PARTIC
3389556510001;PARTIC
3390066471002;PARTIC
3391140971004;PARTIC
3389770410001;PARTIC
3381095071001;PARTIC
3387461271003;PARTIC
3387473371001;PARTIC
3387585171003;PARTIC
3385290471002;PARTIC
3385290471003;PARTIC
3389879871001;PARTIC
338916;PARTIC
3389432671002;PARTIC
3389931171002;PARTIC
338213;PARTIC
3391736771001;PARTIC
338590271003;PARTIC
3386048970002;PARTIC
3388433671002;PARTIC
339256;PARTIC
3392609471003;PARTIC
3393323871003;PARTIC
3393647171001;PARTIC
339398;PARTIC
339443;PARTIC
3394434610001;PARTIC
3394473371001;PARTIC
339450871003;PARTIC
3396904571001;PARTIC
3396994071001;PARTIC
339817;PARTIC
3394573071002;PARTIC
3395010678001;PARTIC
3395319410001;PARTIC
33954;PARTIC
339585;PARTIC
3395883271001;PARTIC
339630;PARTIC
3396432671003;PARTIC
3400574871002;PARTIC
3388618571001;PARTIC
3400947071001;PARTIC
3399342071002;PARTIC
339934871001;PARTIC
339959;PARTIC
3399626670005;PARTIC
3399691971003;PARTIC
3399765071002;PARTIC
340017;PARTIC
34010;PARTIC
34033170001;PARTIC
3396768010001;PARTIC
33967770001;PARTIC
3403333771001;PARTIC
3403357971001;PARTIC
3403360371002;PARTIC
340159;PARTIC
340204;PARTIC
340488;PARTIC
3402273771001;PARTIC
339114;PARTIC
340533;PARTIC
3405394610001;PARTIC
340544410001;PARTIC
340505710001;PARTIC
3405781371002;PARTIC
340395871005;PARTIC
3405893171002;PARTIC
340720;PARTIC
340675;PARTIC
3407081471002;PARTIC
3407215571002;PARTIC
3406914471003;PARTIC
3394408071001;PARTIC
3407592071005;PARTIC
340907;PARTIC
3408652071005;PARTIC
3400947010001;PARTIC
3408676210001;PARTIC
3394410471003;PARTIC
341060;PARTIC
3402957171004;PARTIC
3402957171005;PARTIC
341118040001;COMER
3410073371001;PARTIC
3405604271002;PARTIC
3405681671003;PARTIC
341120471002;PARTIC
3408202471001;PARTIC
340346;PARTIC
3403533110001;PARTIC
3403705971003;PARTIC
341105;PARTIC
3412020571001;PARTIC
3403705971004;PARTIC
3403832271001;PARTIC
3408426010001;PARTIC
3406342871001;PARTIC
341118010001;COMER
340862;PARTIC
3406328371002;PARTIC
341247;PARTIC
3403;PARTIC
341118070002;COMER
34118371001;PARTIC
3412555371002;PARTIC
3412766871003;PARTIC
34152;PARTIC
3413216571002;PARTIC
3413991871002;PARTIC
339069;PARTIC
3418274471001;PARTIC
341808;PARTIC
3418833971001;PARTIC
341344015002;PARTIC
3418347571002;PARTIC
3414054871003;PARTIC
3414776910001;PARTIC
3415165610001;PARTIC
3418807310001;PARTIC
341434;PARTIC
341576;PARTIC
3416188871001;PARTIC
3417535810001;PARTIC
3419208171001;PARTIC
3416898871003;PARTIC
3420692771002;PARTIC
3419098271003;PARTIC
3421427071002;PARTIC
341730771001;PARTIC
342148;PARTIC
341763;PARTIC
3416811710001;PARTIC
3422401871004;PARTIC
341356173001;PARTIC
3413641971001;PARTIC
3419857171001;PARTIC
3421380571004;PARTIC
3424224671001;PARTIC
3424450610001;PARTIC
342006;HOT TUR
342335;PARTIC
3424474810001;NULL
341389;PARTIC
