ID_Account;EconomicActivity;ID_Customer;Nperiods;minStartDate;minStartDate_Year;CAE
9999044312;COMER;19154333;3;24.10.2012;2012;51900
9999044512;COMER;839092;5;25.10.2012;2012;51502
9999044612;COMER;17496030;7;29.10.2012;2012;51106
9999044812;CONSTR;1212142;3;26.10.2012;2012;45201
9999044912;CONSTR;7485965;3;29.10.2012;2012;45100
9999045012;CONSTR;7485965;3;29.10.2012;2012;45100
9999045112;CONSTR;1489185;3;29.10.2012;2012;50100
9999045212;COMER;839092;3;30.10.2012;2012;51502
9999045312;CONSTR;7485965;3;29.10.2012;2012;45100
9999045412;COMER;839092;3;30.10.2012;2012;51502
9999045512;CONSTR;7485965;3;07.11.2012;2012;45100
9999045712;CONSTR;7485965;3;29.10.2012;2012;45100
9999045812;COMER;26834;4;30.10.2012;2012;51900
9999045912;CONSTR;7485965;3;07.11.2012;2012;45100
9999046012;CONSTR;17108252;3;30.10.2012;2012;50100
9999046112;COMER;824262;3;30.10.2012;2012;51900
9999046212;IND TRANSF;36100852;3;30.10.2012;2012;15470
9999046312;CONSTR;17108252;3;30.10.2012;2012;50100
9999046412;COMER;12804882;7;31.10.2012;2012;51900
9999046512;IND TRANSF;36100852;3;13.11.2012;2012;15470
9999046612;COMER;824262;2;01.11.2012;2012;51900
9999046712;COMER;824262;2;01.11.2012;2012;51900
9999046812;SERV;29559;9;05.11.2012;2012;71240
9999046911;SERV;611994;4;28.02.2012;2012;63010
9999046912;IND TRANSF;804161;3;05.11.2012;2012;15551
9999047012;IND TRANSF;804161;3;05.11.2012;2012;15551
9999047212;SERV;3910130;3;06.11.2012;2012;64200
9999047412;IND TRANSF;2652296;3;07.11.2012;2012;40101
9999047612;IND TRANSF;19152968;3;15.11.2012;2012;18200
9999047712;IND TRANSF;36100852;3;14.11.2012;2012;15470
9999047812;COMER;824262;3;20.11.2012;2012;51900
9999047912;IND TRANSF;36100852;3;14.11.2012;2012;15470
9999048112;IND TRANSF;36100852;3;23.11.2012;2012;15470
9999048311;CONSTR;16770971;6;17.01.2012;2012;45201
9999048412;IND TRANSF;36100852;3;26.11.2012;2012;15470
9999048512;IND TRANSF;36100852;3;26.11.2012;2012;15470
9999048612;IND TRANSF;36100852;3;26.11.2012;2012;15470
9999048712;IND TRANSF;36100852;3;28.11.2012;2012;15470
9999048812;IND TRANSF;36100852;3;26.11.2012;2012;15470
9999048912;IND TRANSF;36100852;3;26.11.2012;2012;15470
9999049011;COMER;824262;3;03.01.2012;2012;51900
9999049012;SERV;1405059;9;29.11.2012;2012;93040
9999049111;COMER;824262;3;03.01.2012;2012;51900
9999049112;IND TRANSF;36100852;3;28.11.2012;2012;15470
9999049212;SERV;3910130;3;30.11.2012;2012;64200
9999049311;COMER;824262;3;03.01.2012;2012;51900
9999049512;IND TRANSF;36100852;3;03.12.2012;2012;15470
9999049612;IND TRANSF;36100852;3;03.12.2012;2012;15470
9999049711;IND TRANSF;36100852;3;03.01.2012;2012;15470
9999049712;COMER;824262;3;04.12.2012;2012;51900
9999049812;IND TRANSF;36100852;3;04.12.2012;2012;15470
9999049912;IND TRANSF;36100852;3;04.12.2012;2012;15470
9999050012;CONSTR;1222906;3;06.12.2012;2012;45201
9999050112;IND TRANSF;36100852;3;05.12.2012;2012;15470
9999050312;SERV;24231794;3;06.12.2012;2012;64200
9999050412;CONSTR;7585814;3;06.12.2012;2012;45301
9999050512;CONSTR;7585814;3;06.12.2012;2012;45301
9999050612;CONSTR;7585814;3;06.12.2012;2012;45301
9999050712;CONSTR;7585814;3;06.12.2012;2012;45301
9999050812;CONSTR;7585814;3;06.12.2012;2012;45301
9999050912;CONSTR;7585814;3;06.12.2012;2012;45301
9999051012;CONSTR;7585814;3;06.12.2012;2012;45301
9999051112;CONSTR;7585814;3;06.12.2012;2012;45301
9999051212;CONSTR;7585814;3;06.12.2012;2012;45301
9999051512;IND TRANSF;36100852;3;10.12.2012;2012;15470
9999051712;COMER;12804882;3;18.12.2012;2012;51900
9999051812;SERV;759513;13;19.12.2012;2012;40102
9999051912;SERV;57922;6;17.12.2012;2012;45202
9999052112;COMER;824262;3;17.12.2012;2012;51900
9999052212;COMER;824262;3;17.12.2012;2012;51900
9999052312;IND TRANSF;36100852;3;17.12.2012;2012;15470
9999052512;IND TRANSF;36100852;3;24.12.2012;2012;15470
9999052612;IND TRANSF;36100852;3;24.12.2012;2012;15470
9999052712;COMER;839092;3;27.12.2012;2012;51502
9999052812;COMER;839092;3;26.12.2012;2012;51502
9999052912;IND TRANSF;36100852;3;26.12.2012;2012;15470
9999053012;COMER;839092;3;27.12.2012;2012;51502
9999053112;IND TRANSF;36100852;3;26.12.2012;2012;15470
9999053412;COMER;839092;3;26.12.2012;2012;51502
9999053512;COMER;839092;3;26.12.2012;2012;51502
9999053612;SERV;29559;3;26.12.2012;2012;71240
9999053812;IND EXTRACT;27097894;3;27.12.2012;2012;11100
9999053912;IND TRANSF;36100852;3;28.12.2012;2012;15470
9999054012;IND TRANSF;36100852;3;28.12.2012;2012;15470
9999054112;IND EXTRACT;27097894;3;28.12.2012;2012;11100
15449040003;COMER;154490;15;26.12.2012;2012;51321
22911215002;COMER;229112;2;30.10.2012;2012;52206
22911217001;COMER;229112;1;26.06.2012;2012;52206
22911240005;COMER;229112;25;08.06.2012;2012;52206
32519115004;SERV;325191;3;28.03.2012;2012;74140
38264870008;COMER;382648;7;19.12.2012;2012;51104
38850915001;SERV;388509;1;27.06.2012;2012;92430
39550870008;COMER;395508;46;28.12.2012;2012;51900
42267810002;AGRIC;422678;6;02.05.2012;2012;1111
42267810003;AGRIC;422678;1;24.08.2012;2012;1111
42267817002;AGRIC;422678;1;28.06.2012;2012;1111
42267870001;AGRIC;422678;25;08.06.2012;2012;1111
42270210002;PESCA;422702;4;25.11.2012;2012;5011
42270270006;PESCA;422702;19;08.06.2012;2012;5011
45191770012;SERV;451917;7;31.10.2012;2012;60230
45675719001;SERV;456757;1;13.06.2012;2012;62200
45675770028;SERV;456757;8;26.10.2012;2012;62200
48310715001;CONSTR;483107;1;20.12.2012;2012;45201
48310770007;CONSTR;483107;13;29.11.2012;2012;45201
48310770008;CONSTR;483107;37;20.12.2012;2012;45201
55646110001;SERV;556461;3;28.04.2012;2012;64200
60251710001;IND TRANSF;602517;1;18.04.2012;2012;15141
60251715002;IND TRANSF;602517;2;28.06.2012;2012;15141
61199419001;SERV;611994;1;12.07.2012;2012;63010
61199470004;SERV;611994;38;08.08.2012;2012;63010
62410417001;CONSTR;624104;1;24.08.2012;2012;50100
80416140005;IND TRANSF;804161;29;26.10.2012;2012;15551
80416170007;IND TRANSF;804161;9;23.11.2012;2012;15551
82426215002;COMER;824262;4;28.06.2012;2012;51900
82426270001;COMER;824262;6;22.06.2012;2012;51900
82426270002;COMER;824262;13;21.09.2012;2012;51900
82426270004;COMER;824262;19;12.12.2012;2012;51900
84922750002;SERV;849227;13;04.09.2012;2012;62100
84922752009;SERV;849227;1;04.09.2012;2012;62100
97539710010;IND EXTRACT;975397;1;26.10.2012;2012;11100
105330440001;COMER;1053304;20;24.12.2012;2012;51900
105330470012;COMER;1053304;6;03.01.2012;2012;51900
105330470013;COMER;1053304;4;12.01.2012;2012;51900
105330470015;COMER;1053304;5;31.01.2012;2012;51900
105330470016;COMER;1053304;5;08.02.2012;2012;51900
105330470017;COMER;1053304;5;08.02.2012;2012;51900
105330470018;COMER;1053304;6;01.03.2012;2012;51900
105330470019;COMER;1053304;5;21.03.2012;2012;51900
105330470020;COMER;1053304;5;21.03.2012;2012;51900
105330470021;COMER;1053304;5;30.03.2012;2012;51900
105330470022;COMER;1053304;5;12.04.2012;2012;51900
105330470023;COMER;1053304;5;12.04.2012;2012;51900
105330470024;COMER;1053304;5;13.04.2012;2012;51900
105330470025;COMER;1053304;5;30.04.2012;2012;51900
105330470026;COMER;1053304;5;10.05.2012;2012;51900
105330470027;COMER;1053304;5;10.05.2012;2012;51900
105330470028;COMER;1053304;4;18.05.2012;2012;51900
105330470029;COMER;1053304;4;18.05.2012;2012;51900
105330470030;COMER;1053304;4;08.06.2012;2012;51900
105330470031;COMER;1053304;4;02.07.2012;2012;51900
105330470032;COMER;1053304;5;05.07.2012;2012;51900
105330470033;COMER;1053304;5;17.07.2012;2012;51900
105330470034;COMER;1053304;5;17.07.2012;2012;51900
105330470035;COMER;1053304;5;03.08.2012;2012;51900
118061670004;SERV;1180616;8;19.12.2012;2012;70100
122290670004;CONSTR;1222906;23;28.09.2012;2012;45201
126831610003;IND TRANSF;1268316;2;28.08.2012;2012;40101
126831610005;IND TRANSF;1268316;4;28.08.2012;2012;40101
147187217001;IND TRANSF;1471872;1;29.12.2012;2012;17120
148918519001;CONSTR;1489185;1;19.03.2012;2012;50100
148918570006;CONSTR;1489185;37;15.03.2012;2012;50100
148918570007;CONSTR;1489185;6;26.04.2012;2012;50100
148918570008;CONSTR;1489185;5;07.09.2012;2012;50100
148918570009;CONSTR;1489185;2;07.09.2012;2012;50100
148918570010;CONSTR;1489185;5;27.09.2012;2012;50100
148918570011;CONSTR;1489185;5;21.12.2012;2012;50100
181538910002;COMER;1815389;14;30.07.2012;2012;51900
181538917003;COMER;1815389;2;27.08.2012;2012;51900
182102815004;IND EXTRACT;1821028;1;30.01.2012;2012;11100
191509370001;SERV;1915093;22;20.06.2012;2012;93040
218769170004;CONSTR;2187691;27;28.02.2012;2012;45201
220713640001;COMER;2207136;15;09.11.2012;2012;52206
237465017002;COMER;2374650;1;30.07.2012;2012;51900
265229617001;IND TRANSF;2652296;3;02.11.2012;2012;40101
316547470009;CONSTR;3165474;1;28.09.2012;2012;45100
316547470010;CONSTR;3165474;40;04.10.2012;2012;45100
340121410001;IND EXTRACT;3401214;3;26.12.2012;2012;13202
340121415002;IND EXTRACT;3401214;1;25.06.2012;2012;13202
361099470004;SERV;3610994;18;04.12.2012;2012;93040
388993470003;IND TRANSF;3889934;37;24.10.2012;2012;36990
391013010001;SERV;3910130;1;30.10.2012;2012;64200
405228040001;COMER;4052280;9;24.12.2012;2012;51900
468277215001;CONSTR;4682772;1;29.03.2012;2012;45203
470197010001;IND EXTRACT;4701970;1;26.07.2012;2012;11200
470197057010;IND EXTRACT;4701970;1;28.05.2012;2012;11200
479596510003;SERV;4795965;1;24.08.2012;2012;91120
488628915001;CONSTR;4886289;5;08.11.2012;2012;45201
488628940002;CONSTR;4886289;28;21.12.2012;2012;45201
488628970002;CONSTR;4886289;37;20.12.2012;2012;45201
506849310001;CONSTR;5068493;1;28.11.2012;2012;45301
529004010001;SERV;5290040;2;25.05.2012;2012;64200
571716719001;COMER;5717167;2;16.06.2012;2012;51900
571716770012;COMER;5717167;5;31.01.2012;2012;51900
571716770013;COMER;5717167;4;21.03.2012;2012;51900
571716770014;COMER;5717167;4;09.05.2012;2012;51900
571716770015;COMER;5717167;3;22.05.2012;2012;51900
571716770016;COMER;5717167;4;26.07.2012;2012;51900
571716770017;COMER;5717167;4;20.08.2012;2012;51900
571716770018;COMER;5717167;4;30.08.2012;2012;51900
577498770003;COMER;5774987;4;01.10.2012;2012;51325
589792815002;IND EXTRACT;5897928;1;27.06.2012;2012;11100
618931815002;CONSTR;6189318;1;29.01.2012;2012;45201
639037270002;SERV;6390372;1;31.12.2012;2012;60230
708163740001;IND EXTRACT;7081637;37;22.10.2012;2012;11100
761123717001;SERV;7611237;1;10.11.2012;2012;41000
785458870003;COMER;7854588;26;13.04.2012;2012;51501
803531170003;IND EXTRACT;8035311;36;13.03.2012;2012;14231
856805015002;CONSTR;8568050;2;18.06.2012;2012;45201
898476910002;COMER;8984769;13;28.06.2012;2012;52111
898476910003;COMER;8984769;3;30.07.2012;2012;52111
898476910004;COMER;8984769;11;29.12.2012;2012;52111
898476910005;COMER;8984769;5;28.06.2012;2012;52111
930111710001;CONSTR;9301117;2;28.01.2012;2012;45201
1059909510002;COMER;10599095;9;28.06.2012;2012;51900
1092072510009;COMER;10920725;5;28.08.2012;2012;51900
1092072550001;COMER;10920725;4;28.08.2012;2012;51900
1160319670001;CONSTR;11603196;14;21.09.2012;2012;45203
1168462140002;SERV;11684621;19;31.12.2012;2012;70100
1179071451007;SERV;11790714;1;27.10.2012;2012;62100
1205390510001;IND TRANSF;12053905;8;29.01.2012;2012;15430
1254383817001;COMER;12543838;1;30.07.2012;2012;51900
1254383870002;COMER;12543838;7;13.02.2012;2012;51900
1254383870003;COMER;12543838;7;06.06.2012;2012;51900
1254383870004;COMER;12543838;6;21.09.2012;2012;51900
1272438470001;COMER;12724384;46;24.12.2012;2012;51900
1280488270003;COMER;12804882;43;07.05.2012;2012;51900
1363442715001;COMER;13634427;1;30.10.2012;2012;51900
1373225870001;CONSTR;13732258;50;15.06.2012;2012;45203
1373500740002;COMER;13735007;18;21.06.2012;2012;51900
1378716910001;COMER;13787169;19;25.01.2012;2012;51900
1381934810006;IND EXTRACT;13819348;2;25.11.2012;2012;11100
1384233970003;IND TRANSF;13842339;7;29.05.2012;2012;26941
1396277310001;SERV;13962773;1;29.07.2012;2012;64200
1417793870001;IND TRANSF;14177938;15;15.06.2012;2012;26941
1441338870005;CONSTR;14413388;7;05.06.2012;2012;50100
1441338870006;CONSTR;14413388;7;16.07.2012;2012;50100
1441338870007;CONSTR;14413388;21;29.11.2012;2012;50100
1448854510001;SERV;14488545;3;21.05.2012;2012;93040
1480113915001;COMER;14801139;1;21.02.2012;2012;51900
1491357710001;CONSTR;14913577;1;29.01.2012;2012;45201
1549466710001;CONSTR;15494667;3;27.09.2012;2012;45301
1578232770004;SERV;15782327;34;18.12.2012;2012;91120
1611974810001;COMER;16119748;1;26.06.2012;2012;51503
1611974817003;COMER;16119748;1;20.03.2012;2012;51503
1676783910001;SERV;16767839;7;10.08.2012;2012;91120
1677097110001;CONSTR;16770971;3;26.02.2012;2012;45201
1710825270005;CONSTR;17108252;5;24.07.2012;2012;50100
1767498810003;IND TRANSF;17674988;15;29.03.2012;2012;36990
1767498870003;IND TRANSF;17674988;7;09.05.2012;2012;36990
1767498870004;IND TRANSF;17674988;4;13.08.2012;2012;36990
1767498870005;IND TRANSF;17674988;37;31.10.2012;2012;36990
1839245817001;COMER;18392458;1;17.08.2012;2012;52120
1866312970003;COMER;18663129;25;31.12.2012;2012;51900
1915296870010;IND TRANSF;19152968;8;13.03.2012;2012;18200
1915296870011;IND TRANSF;19152968;21;27.07.2012;2012;18200
1965340470002;SERV;19653404;7;01.02.2012;2012;80903
1977870250002;SERV;19778702;1;21.02.2012;2012;75220
1977870252002;SERV;19778702;1;29.09.2012;2012;75220
2023715115004;SERV;20237151;3;24.08.2012;2012;74960
2162453317002;COMER;21624533;1;23.07.2012;2012;51900
2243185710002;COMER;22431857;4;28.06.2012;2012;51228
2243185710003;COMER;22431857;8;28.06.2012;2012;51228
2243185710004;COMER;22431857;8;08.05.2012;2012;51228
2243185710005;COMER;22431857;6;28.06.2012;2012;51228
2243185710007;COMER;22431857;4;30.10.2012;2012;51228
2243185710008;COMER;22431857;3;29.09.2012;2012;51228
2300937710008;COMER;23009377;1;29.12.2012;2012;51900
2464312617002;COMER;24643126;1;28.08.2012;2012;51900
2490404917001;IND EXTRACT;24904049;1;29.11.2012;2012;10100
2594351910001;COMER;25943519;6;20.03.2012;2012;51221
2641958310001;HOT TUR;26419583;1;30.05.2012;2012;55113
2641958317003;HOT TUR;26419583;1;11.11.2012;2012;55113
2678589510002;HOT TUR;26785895;1;24.10.2012;2012;55111
2686763740001;IND TRANSF;26867637;22;14.09.2012;2012;24130
2695212415001;CONSTR;26952124;2;29.09.2012;2012;45201
2706019510001;SERV;27060195;4;25.02.2012;2012;93040
2709789410001;IND EXTRACT;27097894;1;28.02.2012;2012;11100
2736569510006;COMER;27365695;2;28.06.2012;2012;52111
2736569510007;COMER;27365695;5;30.07.2012;2012;52111
2736569510008;COMER;27365695;1;28.06.2012;2012;52111
2736569510009;COMER;27365695;5;30.07.2012;2012;52111
2802874210001;CONSTR;28028742;1;29.11.2012;2012;45100
2818563770001;SERV;28185637;18;30.07.2012;2012;63031
2872919170001;COMER;28729191;26;06.09.2012;2012;52310
3040308217003;IND TRANSF;30403082;1;26.03.2012;2012;28943
3049807410001;CONSTR;30498074;20;20.06.2012;2012;45201
3091564210001;CONSTR;30915642;1;27.02.2012;2012;45100
3271307770002;COMER;32713077;12;20.03.2012;2012;51105
3295222210001;IND EXTRACT;32952222;20;03.11.2012;2012;11200
3353700710001;IND TRANSF;33537007;1;19.12.2012;2012;23200
3375991353002;AGROIND;33759913;4;22.06.2012;2012;15122
3394560970001;IND TRANSF;33945609;37;17.08.2012;2012;27320
3409026210001;SERV;34090262;1;30.01.2012;2012;85311
3411405870001;SERV;34114058;37;28.02.2012;2012;74300
3447363710001;SERV;34473637;4;25.10.2012;2012;75220
3520104670001;COMER;35201046;3;05.12.2012;2012;51223
3534870550009;COMER;35348705;7;24.11.2012;2012;52354
3539588210001;IND TRANSF;35395882;2;15.05.2012;2012;24241
3583776270002;COMER;35837762;7;21.03.2012;2012;52206
3583776270003;COMER;35837762;7;13.04.2012;2012;52206
3583776270004;COMER;35837762;7;30.04.2012;2012;52206
3583776270005;COMER;35837762;6;16.05.2012;2012;52206
3583776270006;COMER;35837762;6;24.05.2012;2012;52206
3583776270007;COMER;35837762;7;13.06.2012;2012;52206
3583776270008;COMER;35837762;7;29.06.2012;2012;52206
3583776270009;COMER;35837762;7;18.07.2012;2012;52206
3583776270010;COMER;35837762;7;26.07.2012;2012;52206
3583776270011;COMER;35837762;7;27.07.2012;2012;52206
3583776270012;COMER;35837762;7;20.08.2012;2012;52206
3583776270013;COMER;35837762;7;24.08.2012;2012;52206
3583776270014;COMER;35837762;6;14.09.2012;2012;52206
3583776270015;COMER;35837762;6;21.09.2012;2012;52206
3583776270016;COMER;35837762;6;27.09.2012;2012;52206
3583776270017;COMER;35837762;7;19.10.2012;2012;52206
3610085210001;IND TRANSF;36100852;34;26.03.2012;2012;15470
3610085210006;IND TRANSF;36100852;1;30.07.2012;2012;15470
3610085210008;IND TRANSF;36100852;1;30.10.2012;2012;15470
3630762610001;CONSTR;36307626;5;30.07.2012;2012;45201
3630762615001;CONSTR;36307626;3;02.10.2012;2012;45201
3630762617001;CONSTR;36307626;2;30.10.2012;2012;45201
3630874410001;COMER;36308744;11;27.02.2012;2012;51502
3630874410002;COMER;36308744;9;28.03.2012;2012;51502
3630874440001;COMER;36308744;9;20.03.2012;2012;51502
3662761310004;COMER;36627613;1;29.09.2012;2012;51900
3746875010001;IND EXTRACT;37468750;1;18.09.2012;2012;14110
3799502310001;COMER;37995023;3;29.05.2012;2012;51226
3823811370001;CONSTR;38238113;43;17.08.2012;2012;45201
3825906610001;COMER;38259066;7;26.08.2012;2012;51106
3831486570001;SERV;38314865;37;13.04.2012;2012;93040
3864917410001;SERV;38649174;1;15.12.2012;2012;65910
3951378317001;CONSTR;39513783;1;29.01.2012;2012;45201
3951378317002;CONSTR;39513783;1;24.03.2012;2012;45201
3952552570001;AGRIC;39525525;6;21.09.2012;2012;1118
3991548810001;SERV;39915488;1;25.11.2012;2012;65121
4020851170001;SERV;40208511;18;14.06.2012;2012;70100
4045324710002;COMER;40453247;17;29.09.2012;2012;52206
4045324710003;COMER;40453247;17;24.07.2012;2012;52206
4045324710005;COMER;40453247;18;29.09.2012;2012;52206
4045324710006;COMER;40453247;19;30.10.2012;2012;52206
4309174110002;SERV;43091741;3;16.12.2012;2012;70100
4309174170002;SERV;43091741;34;14.11.2012;2012;70100
4309174170005;SERV;43091741;34;14.11.2012;2012;70100
4471355650002;SERV;44713556;1;11.05.2012;2012;93040
4490810410001;SERV;44908104;8;17.05.2012;2012;74140
4523161810001;SERV;45231618;3;14.07.2012;2012;75250
4523161815001;SERV;45231618;8;26.05.2012;2012;75250
4799708715001;SERV;47997087;1;17.10.2012;2012;64110
4864393951006;SERV;48643939;2;08.11.2012;2012;65121
4864393952007;SERV;48643939;1;08.11.2012;2012;65121
4864393953002;SERV;48643939;2;08.11.2012;2012;65121
2258010002;IND TRANSF;22580;3;25.03.2013;2013;15510
2632610002;COMER;26326;5;27.12.2013;2013;51900
2632670005;COMER;26326;9;22.03.2013;2013;51900
2632670006;COMER;26326;31;30.12.2013;2013;51900
2683440001;COMER;26834;19;01.08.2013;2013;51900
9997000113;IND TRANSF;22580;11;18.02.2013;2013;15510
9997000313;CONSTR;1489185;10;04.03.2013;2013;50100
9997000513;SERV;1405059;2;09.10.2013;2013;93040
9997000813;IND TRANSF;36100852;9;17.04.2013;2013;15470
9997001513;COMER;44821377;23;18.12.2013;2013;51101
9998000113;SERV;451917;31;07.01.2013;2013;60230
9998000213;CONSTR;9301117;7;04.06.2013;2013;45201
9998000413;IND EXTRACT;2086095;2;31.12.2013;2013;11100
9998000613;IND EXTRACT;2086095;2;31.12.2013;2013;11100
9998000713;SERV;274319;3;22.02.2013;2013;65110
9998001013;SERV;19653404;18;10.05.2013;2013;80903
9998001111;SERV;405955;32;04.03.2013;2013;64200
9999000113;COMER;367653;3;11.01.2013;2013;51900
9999000213;IND TRANSF;36100852;3;10.01.2013;2013;15470
9999000413;SERV;611994;3;15.01.2013;2013;63010
9999000513;COMER;12804882;3;15.01.2013;2013;51900
9999000613;SERV;611994;3;15.01.2013;2013;63010
9999000713;IND TRANSF;36100852;3;15.01.2013;2013;15470
9999000813;SERV;611994;3;17.01.2013;2013;63010
9999000913;IND TRANSF;36100852;3;16.01.2013;2013;15470
9999001013;SERV;611994;3;17.01.2013;2013;63010
9999001113;SERV;25384317;3;17.01.2013;2013;22110
9999001213;IND TRANSF;36100852;3;16.01.2013;2013;15470
9999001413;IND TRANSF;36100852;3;21.01.2013;2013;15470
9999001513;CONSTR;1489185;3;21.01.2013;2013;50100
9999001613;IND TRANSF;36100852;3;21.01.2013;2013;15470
9999001713;IND TRANSF;804161;3;21.01.2013;2013;15551
9999001813;SERV;611994;3;22.01.2013;2013;63010
9999001913;IND TRANSF;36100852;4;22.01.2013;2013;15470
9999002013;COMER;824262;3;29.01.2013;2013;51900
9999002213;IND TRANSF;36100852;3;25.01.2013;2013;15470
9999002313;SERV;25384317;3;25.01.2013;2013;22110
9999002413;IND TRANSF;36100852;3;25.01.2013;2013;15470
9999002513;AGRIC;422678;3;29.01.2013;2013;1111
9999002613;COMER;824262;3;07.02.2013;2013;51900
9999002813;IND TRANSF;198172;3;06.02.2013;2013;26941
9999002913;SERV;25384317;3;06.02.2013;2013;22110
9999003113;SERV;3910130;3;06.02.2013;2013;64200
9999003213;SERV;25384317;3;08.02.2013;2013;22110
9999003513;IND TRANSF;36100852;3;15.02.2013;2013;15470
9999003613;IND TRANSF;13842339;5;19.02.2013;2013;26941
9999003813;IND TRANSF;13842339;3;19.02.2013;2013;26941
9999003913;IND TRANSF;36100852;3;20.02.2013;2013;15470
9999004013;IND TRANSF;36100852;3;20.02.2013;2013;15470
9999004113;IND TRANSF;36100852;3;10.04.2013;2013;15470
9999004213;COMER;824262;3;25.02.2013;2013;51900
9999004313;COMER;12804882;5;26.02.2013;2013;51900
9999004613;IND TRANSF;36100852;3;28.02.2013;2013;15470
9999004713;IND TRANSF;36100852;2;01.03.2013;2013;15470
9999004813;IND TRANSF;36100852;2;01.03.2013;2013;15470
9999004913;IND TRANSF;36100852;2;04.03.2013;2013;15470
9999005013;COMER;839092;3;06.03.2013;2013;51502
9999005113;IND EXTRACT;27097894;3;06.03.2013;2013;11100
9999005213;IND TRANSF;36100852;3;05.03.2013;2013;15470
9999005313;IND TRANSF;36100852;3;06.03.2013;2013;15470
9999005413;COMER;839092;3;06.03.2013;2013;51502
9999005513;IND TRANSF;36100852;3;28.03.2013;2013;15470
9999005613;IND TRANSF;804161;3;07.03.2013;2013;15551
9999005713;IND TRANSF;804161;3;07.03.2013;2013;15551
9999005813;IND TRANSF;804161;5;11.03.2013;2013;15551
9999006013;IND TRANSF;36100852;2;13.03.2013;2013;15470
9999006213;COMER;824262;3;17.04.2013;2013;51900
9999006313;IND TRANSF;36100852;3;14.03.2013;2013;15470
9999006413;SERV;3910130;3;19.03.2013;2013;64200
9999006513;IND TRANSF;36100852;3;15.03.2013;2013;15470
9999006613;IND TRANSF;36100852;3;15.03.2013;2013;15470
9999006813;IND TRANSF;36100852;3;19.03.2013;2013;15470
9999006913;IND TRANSF;36100852;3;20.03.2013;2013;15470
9999007013;IND TRANSF;36100852;2;20.03.2013;2013;15470
9999007113;CONSTR;1212142;3;22.03.2013;2013;45201
9999007213;IND TRANSF;36100852;3;22.03.2013;2013;15470
9999007313;IND TRANSF;36100852;3;22.03.2013;2013;15470
9999007413;IND TRANSF;36100852;3;22.03.2013;2013;15470
9999007513;IND TRANSF;36100852;3;25.03.2013;2013;15470
9999007613;IND TRANSF;36100852;3;25.03.2013;2013;15470
9999007713;SERV;29559;3;26.03.2013;2013;71240
9999007813;CONSTR;1489185;3;26.03.2013;2013;50100
9999007913;IND TRANSF;36100852;3;27.03.2013;2013;15470
9999008213;COMER;12543838;3;02.04.2013;2013;51900
9999008313;IND TRANSF;36100852;3;09.04.2013;2013;15470
9999008413;IND TRANSF;36100852;3;05.04.2013;2013;15470
9999008513;SERV;3910130;3;09.04.2013;2013;64200
9999008613;COMER;12543838;3;05.04.2013;2013;51900
9999008713;COMER;824262;3;08.04.2013;2013;51900
9999008813;COMER;824262;3;10.04.2013;2013;51900
9999009113;IND TRANSF;17674988;3;11.04.2013;2013;36990
9999009213;COMER;2207136;4;11.04.2013;2013;52206
9999009313;COMER;12543838;3;12.04.2013;2013;51900
9999009513;CONSTR;483107;3;15.04.2013;2013;45201
9999009613;COMER;367653;3;17.04.2013;2013;51900
9999009713;IND TRANSF;17674988;3;19.04.2013;2013;36990
9999009813;IND TRANSF;17674988;3;18.04.2013;2013;36990
9999009913;IND TRANSF;17674988;3;19.04.2013;2013;36990
9999010013;IND TRANSF;17674988;4;19.04.2013;2013;36990
9999010113;IND TRANSF;17674988;3;19.04.2013;2013;36990
9999010213;IND TRANSF;17674988;3;19.04.2013;2013;36990
9999010313;IND TRANSF;804161;3;19.04.2013;2013;15551
9999010413;IND TRANSF;17674988;6;19.04.2013;2013;36990
9999010613;IND EXTRACT;27097894;3;23.04.2013;2013;11100
9999011113;CONSTR;975542;2;02.05.2013;2013;45201
9999011213;COMER;19154333;3;13.05.2013;2013;51900
9999011413;IND TRANSF;17674988;3;03.05.2013;2013;36990
9999011513;COMER;2207136;3;03.05.2013;2013;52206
9999011713;CONSTR;1489185;3;03.05.2013;2013;50100
9999011813;SERV;25384317;3;03.05.2013;2013;22110
9999011913;SERV;825259;8;06.05.2013;2013;41000
9999012113;IND TRANSF;17674988;3;07.05.2013;2013;36990
9999012213;IND TRANSF;17674988;3;07.05.2013;2013;36990
9999012413;IND TRANSF;17674988;3;13.05.2013;2013;36990
9999012513;IND TRANSF;17674988;4;13.05.2013;2013;36990
9999012613;IND TRANSF;17674988;3;14.05.2013;2013;36990
9999012713;IND TRANSF;17674988;4;13.05.2013;2013;36990
9999012813;IND TRANSF;17674988;3;14.05.2013;2013;36990
9999012913;IND TRANSF;17674988;3;14.05.2013;2013;36990
9999013113;IND TRANSF;36100852;3;15.05.2013;2013;15470
9999013213;IND TRANSF;36100852;3;14.05.2013;2013;15470
9999013313;IND TRANSF;19152968;3;15.05.2013;2013;18200
9999013413;COMER;824262;3;15.05.2013;2013;51900
9999013513;COMER;824262;3;16.05.2013;2013;51900
9999013613;CONSTR;32424831;3;17.05.2013;2013;45201
9999013813;CONSTR;483107;3;21.05.2013;2013;45201
9999013913;SERV;47008177;5;21.05.2013;2013;71110
9999014013;CONSTR;13341274;3;22.05.2013;2013;45201
9999014113;SERV;25384317;3;22.05.2013;2013;22110
